SchoolName,URL,Sector,Year_Range,Type,Address,Suburb,State,Postcode,Latitude,Longitude,Score
Sacred Heart Girls' College,http://www.shcoakleigh.catholic.edu.au,Catholic,"U, 7-12",Secondary,CNR KANGAROO & WARRIGAL RDS,HUGHESDALE,VIC,3166,-37.9016495,145.0859773,92
Our Lady of the Sacred Heart College,http://www.olsh.vic.edu.au,Catholic,"U, 7-12",Secondary,111 JASPER RD,BENTLEIGH,VIC,3204,-37.925454,145.039869,90
Padua College,http://www.padua.catholic.edu.au,Catholic,"U, 7-12",Secondary,OAKBANK RD,MORNINGTON,VIC,3931,-38.2151573,145.0634806,80
John Paul College,http://www.jpc.vic.edu.au,Catholic,"U, 7-12",Secondary,MCMAHONS RD,FRANKSTON,VIC,3199,-38.14306282,145.1369875,78
St Peter's College,http://www.stpeters.vic.edu.au,Catholic,"U, 7-12",Secondary,CRANBOURNE-FRANKSTON ROAD,CRANBOURNE,VIC,3977,-38.1092182,145.2576924,75
St Bede's College,http://www.stbedes.catholic.edu.au,Catholic,"U, 7-12",Secondary,2 MENTONE PDE,MENTONE,VIC,3194,-37.990744,145.067807,86
Kilbreda College,http://www.kilbreda.vic.edu.au,Catholic,"U, 7-12",Secondary,CNR MENTONE & COMO PDES,MENTONE,VIC,3194,-37.983895,145.065752,88
St John's Regional College,http://www.sjcdandenong.catholic.edu.au,Catholic,"U, 7-12",Secondary,CAROLINE ST,DANDENONG,VIC,3175,-37.9897434,145.2270807,76
Killester College,http://www.killester.catholic.edu.au,Catholic,"U, 7-12",Secondary,433 SPRINGVALE RD,SPRINGVALE,VIC,3171,-37.959051,145.152596,89
St Francis Xavier College,http://www.sfxbfield.catholic.edu.au,Catholic,"U, 7-12",Secondary,BEACONSFIELD AVE,BEACONSFIELD,VIC,3807,-38.0525264,145.3727671,80
Parade College,http://www.parade.vic.edu.au,Catholic,"U, 7-12",Secondary,PLENTY RD,BUNDOORA,VIC,3083,-37.6901644,145.0650523,83
Mercy College,http://www.mercycoburg.catholic.edu.au,Catholic,"U, 7-12",Secondary,760 SYDNEY RD,COBURG,VIC,3058,-37.730628,144.964611,73
St Monica's College,http://www.stmonicas-epping.com,Catholic,"U, 7-12",Secondary,16 DAVISSON ST,EPPING,VIC,3076,-37.650782,145.030435,79
Footscray City College,http://www.footscray.vic.edu.au,Government,"U, 7-12",Secondary,1 KINNEAR STREET,FOOTSCRAY,VIC,3011,-37.790442,144.894368,89
Emmanuel College,http://web.ecmelb.catholic.edu.au/,Catholic,"U, 7-12",Secondary,CNR BLACKSHAWS & CHAMBERS RDS,ALTONA NORTH,VIC,3025,-37.8320156,144.8416989,78
Ave Maria College,http://www.avemaria.vic.edu.au,Catholic,"U, 7-12",Secondary,20-22 VIDA ST,ABERFELDIE,VIC,3040,-37.756638,144.897984,86
St Bernard's College,http://www.sbc.vic.edu.au,Catholic,"U, 7-12",Secondary,41 ROSEHILL ROAD,ESSENDON,VIC,3040,-37.750219,144.882047,89
Penola Catholic College,http://www.penola.vic.edu.au,Catholic,"U, 7-12",Secondary,29 GIBSON STREET,BROADMEADOWS,VIC,3047,-37.687859,144.918285,71
Caroline Chisholm Catholic College,http://www.cccc.vic.edu.au/,Catholic,"U, 7-12",Secondary,204 CHURCHILL AVENUE,BRAYBROOK,VIC,3019,-37.786057,144.849662,85
Marian College,http://www.mariansw.catholic.edu.au,Catholic,"U, 7-12",Secondary,GLENGALA RD,SUNSHINE WEST,VIC,3020,-37.78821274,144.808384,78
St Joseph's College,http://www.sjc.vic.edu.au,Catholic,"U, 7-12",Secondary,135 APHRASIA ST,NEWTOWN,VIC,3220,-38.150485,144.33151,77
MacKillop Catholic Regional College,http://www.mackillopwerribee.com.au/,Catholic,"U, 7-12",Secondary,RUSSELL ST,WERRIBEE,VIC,3030,-37.913365,144.6659304,79
Mount St Joseph Girls' College,http://www.msj.vic.edu.au,Catholic,"U, 7-12",Secondary,133 MAIDSTONE STREET,ALTONA,VIC,3018,-37.864161,144.811671,87
Thomas Carr College,http://www.thomascarr.vic.edu.au,Catholic,"U, 7-12",Secondary,35 THOMAS CARR DRIVE,TARNEIT,VIC,3029,-37.847559,144.700402,77
Salesian College,http://www.scr.vic.edu.au,Catholic,"U, 7-12",Secondary,MACEDON STREET,SUNBURY,VIC,3429,-37.571883,144.739257,84
Cornish College,,Independent,"U, Prep-10",Combined,65 RIVEREND ROAD,BANGHOLME,VIC,3175,-38.0497069,145.1486743,92
Al Siraat College,http://www.alsiraat.vic.edu.au,Independent,"U, Prep-10",Combined,45 HARVEST HOME ROAD,EPPING,VIC,3076,-37.625208,145.037388,71
Yesodei Hatorah College,,Independent,"U, Prep-11",Combined,39 DICKENS STREET,ELWOOD,VIC,3184,-37.873246,144.983763,100
Billanook College,http://www.billanook.vic.edu.au,Independent,"U, Prep-12",Combined,197-199 CARDIGAN ROAD,MOOROOLBARK,VIC,3138,-37.787643,145.340026,91
Mount Evelyn Christian School,http://www.mecs.vic.edu.au,Independent,"U, Prep-12",Combined,135-141 YORK RD,MOUNT EVELYN,VIC,3796,-37.799124,145.367716,79
Yarra Valley Grammar School,http://www.yvg.vic.edu.au,Independent,"U, Prep-12",Combined,KALINDA RD,RINGWOOD,VIC,3134,-37.78688166,145.2553136,95
Tintern Girls Grammar School,http://www.tinternschools.vic.edu.au,Independent,"U, Prep-12",Combined,90 ALEXANDRA RD,RINGWOOD EAST,VIC,3135,-37.815511,145.258898,97
Mountain District Christian School,http://www.mdcs.vic.edu.au,Independent,"U, Prep-12",Combined,325 MACCLESFIELD ROAD,MONBULK,VIC,3793,-37.856441,145.453234,71
Donvale Christian College,http://www.donvale.vic.edu.au,Independent,"U, Prep-12",Combined,155 TINDALS RD,DONVALE,VIC,3111,-37.773705,145.192955,96
ELTHAM College of Education,http://www.elthamcollege.vic.edu.au,Independent,"U, Prep-12",Combined,1660 MAIN ROAD,RESEARCH,VIC,3095,-37.701192,145.192609,89
St Andrews Christian College,http://www.standrews.vic.edu.au,Independent,"U, Prep-12",Combined,130 TYNER ROAD,WANTIRNA SOUTH,VIC,3152,-37.873975,145.244737,100
The Knox School,http://www.knox.vic.edu.au,Independent,"U, Prep-12",Combined,220 BURWOOD HWY,WANTIRNA SOUTH,VIC,3152,-37.866146,145.219235,98
Belgrave Heights Christian School,http://www.bhcs.vic.edu.au/,Independent,"U, Prep-12",Combined,20 WATTLE VALLEY ROAD,BELGRAVE HEIGHTS,VIC,3160,-37.919063,145.346379,81
Waverley Christian College,http://www.wcc.vic.edu.au,Independent,"U, Prep-12",Combined,1248 HIGH STREET RD,WANTIRNA SOUTH,VIC,3152,-37.879405,145.215257,100
Kingswood College,http://www.kingswoodcollege.vic.edu.au,Independent,"U, Prep-12",Combined,355 STATION ST,BOX HILL,VIC,3128,-37.83208,145.11741,99
Mount Scopus Memorial College,http://www.scopus.vic.edu.au,Independent,"U, Prep-12",Combined,245 BURWOOD HWY,BURWOOD,VIC,3125,-37.84752,145.118025,94
Huntingtower School,http://www.huntingtower.vic.edu.au,Independent,"U, Prep-12",Combined,77 WAIMARIE DR,MOUNT WAVERLEY,VIC,3149,-37.876606,145.13711,100
Presbyterian Ladies' College,http://www.plc.vic.edu.au,Independent,"U, Prep-12",Combined,BURWOOD HWY,BURWOOD,VIC,3125,-37.848235,145.1072021,100
Plenty Valley Christian College,http://www.plentyvalley.vic.edu.au,Independent,"U, Prep-12",Combined,840 YAN YEAN RD,DOREEN,VIC,3754,-37.614282,145.140465,87
Fintona Girls' School,http://www.fintona.vic.edu.au,Independent,"U, Prep-12",Combined,79 BALWYN ROAD,BALWYN,VIC,3103,-37.814828,145.08032,100
St Catherine's School,http://www.stcatherines.net.au,Independent,"U, Prep-12",Combined,17 HEYINGTON PL,TOORAK,VIC,3142,-37.838206,145.021146,89
Lauriston Girls' School,http://www.lauriston.vic.edu.au,Independent,"U, Prep-12",Combined,38 HUNTINGTOWER RD,ARMADALE,VIC,3143,-37.852314,145.025222,99
St Kevin's College,http://www.stkevins.vic.edu.au,Catholic,"U, Prep-12",Combined,MOONGA ROAD,TOORAK,VIC,3142,-37.8360262,145.0249655,97
The King David School,http://www.kds.vic.edu.au,Independent,"U, Prep-12",Combined,517-519 ORRONG RD,ARMADALE,VIC,3143,-37.858232,145.010505,98
Scotch College,http://www.scotch.vic.edu.au,Independent,"U, Prep-12",Combined,1 MORRISON ST,HAWTHORN,VIC,3122,-37.833818,145.02947,99
De La Salle College,http://www.delasalle.vic.edu.au,Catholic,"U, Prep-12",Combined,1318 HIGH STREET,MALVERN,VIC,3144,-37.857644,145.032279,90
St Michael's Grammar School,http://www.stmichaels.vic.edu.au,Independent,"U, Prep-12",Combined,25 - 27 CHAPEL STREET,ST KILDA,VIC,3182,-37.859663,144.991499,90
Bialik College,http://www.bialik.vic.edu.au,Independent,"U, Prep-12",Combined,429 AUBURN RD,HAWTHORN,VIC,3122,-37.842244,145.043945,95
Yeshivah and Beth Rivkah Colleges,http://www.ybr.vic.edu.au,Independent,"U, Prep-12",Combined,92 HOTHAM STREET,ST KILDA EAST,VIC,3183,-37.868635,145.00041,98
Wesley College,http://www.wesleycollege.net,Independent,"U, Prep-12",Combined,577 ST KILDA RD,MELBOURNE,VIC,3004,-37.847948,144.979571,95
Caulfield Grammar School,http://www.caulfieldgs.vic.edu.au,Independent,"U, Prep-12",Combined,217 GLEN EIRA ROAD,ST KILDA EAST,VIC,3183,-37.875749,145.004002,97
Shelford Girls' Grammar,http://www.shelford.vic.edu.au,Independent,"U, Prep-12",Combined,3 HOOD CRES,CAULFIELD,VIC,3161,-37.87734,145.011354,99
Melbourne Grammar School,http://www.mgs.vic.edu.au,Independent,"U, Prep-12",Combined,DOMAIN ROAD,MELBOURNE,VIC,3004,-37.8337179,144.9738546,98
Sacre Coeur,http://www.sac.vic.edu.au,Catholic,"U, Prep-12",Combined,172 BURKE RD,GLEN IRIS,VIC,3146,-37.861756,145.052501,97
Xavier College,http://www.xavier.vic.edu.au,Catholic,"U, Prep-12",Combined,BARKERS RD,KEW,VIC,3101,-37.812269,145.0316851,95
Korowa Anglican Girls' School,http://www.korowa.vic.edu.au,Independent,"U, Prep-12",Combined,10-16 RANFURLIE CRESCENT,GLEN IRIS,VIC,3146,-37.861647,145.05469,98
Methodist Ladies' College,http://www.mlc.vic.edu.au,Independent,"U, Prep-12",Combined,207 BARKERS RD,KEW,VIC,3101,-37.814586,145.038015,99
Trinity Grammar School,http://www.trinity.vic.edu.au,Independent,"U, Prep-12",Combined,40 CHARLES STREET,KEW,VIC,3101,-37.810634,145.035502,99
Adass Israel School,http://www.vrqa.vic.gov.au/StateRegister/Provider.aspx/DetailsProvider?AccountID=ac88c00c-ed32-de11-9c94-002185cd8e5c,Independent,"U, Prep-12",Combined,10 KING ST,ELSTERNWICK,VIC,3185,-37.884045,145.008349,76
Ruyton Girls' School,http://www.ruyton.vic.edu.au,Independent,"U, Prep-12",Combined,12 SELBOURNE RD,KEW,VIC,3101,-37.811356,145.039989,97
Carey Baptist Grammar School,http://carey.com.au,Independent,"U, Prep-12",Combined,349 BARKERS ROAD,KEW,VIC,3101,-37.814681,145.048048,98
Preshil - The Margaret Lyttle Memorial School,http://www.preshil.vic.edu.au,Independent,"U, Prep-12",Combined,395 BARKERS RD,KEW,VIC,3101,-37.815878,145.05232,83
Leibler Yavneh College,http://www.yavneh.vic.edu.au,Independent,"U, Prep-12",Combined,2 NAGLE AVE,ELSTERNWICK,VIC,3185,-37.89276,145.006833,96
Genazzano FCJ College,http://www.genazzano.vic.edu.au,Catholic,"U, Prep-12",Combined,COTHAM RD,KEW,VIC,3101,-37.8098389,145.0572776,87
Collingwood College,http://www.collingwood.vic.edu.au,Government,"U, Prep-12",Combined,CNR CROMWELL ST/MCCUTCHEON WAY,COLLINGWOOD,VIC,3066,-37.8004019,144.9856443,68
Camberwell Grammar School,http://www.cgs.vic.edu.au,Independent,"U, Prep-12",Combined,55 MONT ALBERT RD,CANTERBURY,VIC,3126,-37.815689,145.067275,99
Strathcona Baptist Girls' Grammar School,http://www.strathcona.vic.edu.au,Independent,"U, Prep-12",Combined,34 SCOTT ST,CANTERBURY,VIC,3126,-37.830139,145.080197,99
Kilvington Grammar School,http://www.kilvington.vic.edu.au,Independent,"U, Prep-12",Combined,2 LEILA RD,ORMOND,VIC,3204,-37.899498,145.04137,99
Alphington Grammar School,http://www.alphington.vic.edu.au,Independent,"U, Prep-12",Combined,12-18 OLD HEIDELBERG ROAD,ALPHINGTON,VIC,3078,-37.780709,145.036993,93
Brighton Grammar School,http://www.brightongrammar.vic.edu.au,Independent,"U, Prep-12",Combined,90 OUTER CRES,BRIGHTON,VIC,3186,-37.910534,144.993041,98
Oakleigh Grammar,http://www.ogoc.vic.edu.au,Independent,"U, Prep-12",Combined,73-79 WILLESDEN RD,OAKLEIGH,VIC,3166,-37.89576,145.082761,98
Ivanhoe Grammar School,http://www.ivanhoe.com.au,Independent,"U, Prep-12",Combined,THE RIDGEWAY,IVANHOE,VIC,3079,-37.772699,145.044754,93
Ivanhoe Girls' Grammar School,http://www.ivanhoegirls.vic.edu.au,Independent,"U, Prep-12",Combined,123 MARSHALL ST,IVANHOE,VIC,3079,-37.76661,145.047345,95
St Leonard's College,http://www.stleonards.vic.edu.au,Independent,"U, Prep-12",Combined,163 SOUTH RD,BRIGHTON EAST,VIC,3187,-37.928558,145.007643,98
Toorak College,http://www.toorakc.vic.edu.au,Independent,"U, Prep-12",Combined,OLD MORNINGTON RD,MOUNT ELIZA,VIC,3930,-38.1722011,145.0935495,98
The Peninsula School,http://www.tps.vic.edu.au,Independent,"U, Prep-12",Combined,20 WOORALLA DR,MOUNT ELIZA,VIC,3930,-38.197555,145.090425,98
Bayside Christian College,http://www.bcc.vic.edu.au,Independent,"U, Prep-12",Combined,120-128 ROBINSONS RD,LANGWARRIN SOUTH,VIC,3911,-38.179119,145.162684,75
Flinders Christian Community College,http://www.flinders.vic.edu.au,Independent,"U, Prep-12",Combined,155 MORNINGTON-TYABB ROAD,TYABB,VIC,3913,-38.262924,145.169196,85
Casey Grammar School,http://www.caseygrammar.vic.edu.au,Independent,"U, Prep-12",Combined,3 NEW HOLLAND DRIVE,CRANBOURNE EAST,VIC,3977,-38.109205,145.293787,94
Mt Hira College,http://www.mthira.vic.edu.au,Independent,"U, Prep-12",Combined,185 PERRY ROAD,KEYSBOROUGH,VIC,3173,-38.013725,145.176904,68
Lighthouse Christian College,http://www.lighthouse.vic.edu.au,Independent,"U, Prep-12",Combined,927-937 SPRINGVALE ROAD,KEYSBOROUGH,VIC,3173,-38.001557,145.144277,99
Mentone Girls' Grammar School,http://www.mentonegirls.vic.edu.au,Independent,"U, Prep-12",Combined,11 MENTONE PDE,MENTONE,VIC,3194,-37.989554,145.063751,98
Mentone Grammar School,http://www.mentonegrammar.net,Independent,"U, Prep-12",Combined,63 VENICE ST,MENTONE,VIC,3194,-37.987784,145.068223,96
Heritage College,http://www.heritagecollege.com.au,Independent,"U, Prep-12",Combined,333 CENTRE ROAD,NARRE WARREN SOUTH,VIC,3805,-38.050616,145.3167,70
Heatherton Christian College,http://www.heathertonchristiancollege.com,Independent,"U, Prep-12",Combined,316 - 322 KINGSTON ROAD,CLARINDA,VIC,3169,-37.958076,145.111014,94
Hillcrest Christian College,http://www.hillcrest.vic.edu.au,Independent,"U, Prep-12",Combined,500 SOLDIERS ROAD,CLYDE NORTH,VIC,3978,-38.085632,145.370787,86
Minaret College,http://www.minaret.vic.edu.au,Independent,"U, Prep-12",Combined,36 LEWIS STREET,SPRINGVALE,VIC,3171,-37.938565,145.149759,78
St Margaret's School,http://www.stmargarets.vic.edu.au,Independent,"U, Prep-12",Combined,27 GLOUCESTER AVE,BERWICK,VIC,3806,-38.035991,145.348155,99
Northside Christian College,http://www.ncc.vic.edu.au,Independent,"U, Prep-12",Combined,31 MCLEANS ROAD,BUNDOORA,VIC,3083,-37.695032,145.054718,96
Darul Ulum College of Victoria,http://www.dulum.vic.edu.au,Independent,"U, Prep-12",Combined,BAIRD STREET,FAWKNER,VIC,3060,-37.7051192,144.97084,87
Marymede Catholic College,http://www.marymede.vic.edu.au,Catholic,"U, Prep-12",Combined,WILLIAMSONS ROAD,SOUTH MORANG,VIC,3752,-37.6433206,145.0908787,74
Australian International Academy of Education,http://www.aia.vic.edu.au,Independent,"U, Prep-12",Combined,56 BAKERS ROAD,COBURG NORTH,VIC,3058,-37.726303,144.958514,83
Antonine College,http://www.antonine.catholic.edu.au,Catholic,"U, Prep-12",Combined,71 GRANDVIEW AVENUE,PASCOE VALE SOUTH,VIC,3044,-37.740872,144.942691,85
Lowther Hall Anglican Grammar School,http://www.lowtherhall.vic.edu.au,Independent,"U, Prep-12",Combined,17 LESLIE RD,ESSENDON,VIC,3040,-37.759427,144.915085,96
Penleigh & Essendon Grammar School,http://www.pegs.vic.edu.au,Independent,"U, Prep-12",Combined,163 RACHELLE RD,KEILOR EAST,VIC,3033,-37.732653,144.870344,99
Sirius College,http://www.isikcollege.vic.edu.au,Independent,"U, Prep-12",Combined,GOULBURN STREET,BROADMEADOWS,VIC,3047,-37.6842934,144.9349671,87
Ilim College of Australia,http://www.ilimcollege.vic.edu.au,Independent,"U, Prep-12",Combined,INVERLOCH CRESENT,BROADMEADOWS,VIC,3047,-37.6706058,144.9299163,68
Overnewton Anglican Community College,http://www.overnewton.vic.edu.au,Independent,"U, Prep-12",Combined,OVERNEWTON RD,KEILOR,VIC,3036,-37.7069444,144.8230556,90
Beaconhills College,http://www.beaconhills.vic.edu.au/,Independent,"U, Prep-12",Combined,30-34 TOOMUC VALLEY RD,PAKENHAM,VIC,3810,-38.061353,145.467905,93
St Mary's Coptic Orthodox College,http://www.copticvic.org,Independent,"U, Prep-12",Combined,19-35 THORPDALE AVENUE,COOLAROO,VIC,3048,-37.656186,144.931341,80
Aitken College,http://www.aitkencollege.edu.au,Independent,"U, Prep-12",Combined,1010 MICKLEHAM ROAD,GREENVALE,VIC,3059,-37.627398,144.888422,83
Gilson College,http://www.gilsoncollege.com,Independent,"U, Prep-12",Combined,450 TAYLORS RD,TAYLORS HILL,VIC,3037,-37.723191,144.763203,86
Hume Anglican Grammar,http://www.humegrammar.vic.edu.au,Independent,"U, Prep-12",Combined,100 MOUNT RIDLEY ROAD,MICKLEHAM,VIC,3065,-37.567258,144.931696,89
Heathdale Christian College,http://www.heathdale.vic.edu.au,Independent,"U, Prep-12",Combined,175 DERRIMUT RD,WERRIBEE,VIC,3030,-37.88084,144.680867,99
Al-Taqwa College,http://www.al-taqwa.vic.edu.au/,Independent,"U, Prep-12",Combined,201 SAYERS RD,TRUGANINA,VIC,3029,-37.853971,144.721949,77
Westbourne Grammar School,http://www.westbournegrammar.com,Independent,"U, Prep-12",Combined,300 SAYERS ROAD,TRUGANINA,VIC,3029,-37.850351,144.726175,98
St Thomas Aquinas College,http://www.stac.vic.edu.au,Independent,"U, Prep-12",Combined,1 TYNONG ROAD,TYNONG,VIC,3813,-38.082619,145.62116,70
Melton Christian College,http://www.mcc.vic.edu.au/,Independent,"U, Prep-12",Combined,152-156 BROOKLYN ROAD,MELTON SOUTH,VIC,3338,-37.699745,144.560352,80
St Patrick's School,http://www.splilydale.catholic.edu.au,Catholic,"U, Prep-6",Primary,40 JONES ST,LILYDALE,VIC,3140,-37.752507,145.352404,89
St Mary's Primary School,http://www.smmountevelyn.catholic.edu.au,Catholic,"U, Prep-6",Primary,58 CLEGG RD,MOUNT EVELYN,VIC,3796,-37.791371,145.394931,87
St Peter Julian Eymard School,http://www.spjemooroolbark.catholic.edu.au,Catholic,"U, Prep-6",Primary,REAY RD,MOOROOLBARK,VIC,3138,-37.78795,145.317208,78
St Richard's School,http://www.srkilsyth.catholic.edu.au,Catholic,"U, Prep-6",Primary,672-684 MT DANDENONG RD,KILSYTH,VIC,3137,-37.806652,145.321987,70
The Good Shepherd Lutheran Primary School,http://www.gslps.vic.edu.au,Independent,"U, Prep-6",Primary,53-57 PLYMOUTH RD,CROYDON HILLS,VIC,3136,-37.782533,145.269119,98
Sacred Heart Primary School,http://www.shcroydon.catholic.edu.au,Catholic,"U, Prep-6",Primary,35 WICKLOW AVENUE,CROYDON,VIC,3136,-37.797648,145.272057,90
St Bernadette's Primary School,http://www.sbthebasin.catholic.edu.au,Catholic,"U, Prep-6",Primary,1264 MOUNTAIN HWY,THE BASIN,VIC,3154,-37.853885,145.310597,86
Holy Spirit School,http://www.hsringwoodnth.catholic.edu.au,Catholic,"U, Prep-6",Primary,120 OBAN RD,RINGWOOD NORTH,VIC,3134,-37.794017,145.237292,80
St Paul's Primary School,http://www.spmonbulk.catholic.edu.au,Catholic,"U, Prep-6",Primary,59 MOORES RD,MONBULK,VIC,3793,-37.868255,145.411421,97
St Anne's Primary School,http://www.saparkorchards.catholic.edu.au,Catholic,"U, Prep-6",Primary,60 KNEES RD,PARK ORCHARDS,VIC,3114,-37.773025,145.218186,82
Our Lady of Lourdes School,http://www.olbayswater.catholic.edu.au,Catholic,"U, Prep-6",Primary,23 ORANGE GVE,BAYSWATER,VIC,3153,-37.84916,145.265674,79
Our Lady of Perpetual Help School,http://www.olringwood.catholic.edu.au,Catholic,"U, Prep-6",Primary,2 WILANA ST,RINGWOOD,VIC,3134,-37.816482,145.232039,78
St Joseph's School,http://www.sjboronia.catholic.edu.au,Catholic,"U, Prep-6",Primary,212 BORONIA RD,BORONIA,VIC,3155,-37.862751,145.274821,64
St John the Baptist School,http://www.sjferntreegully.catholic.edu.au,Catholic,"U, Prep-6",Primary,17 FOREST RD,FERNTREE GULLY,VIC,3156,-37.887,145.295477,72
St Luke's School,http://www.slwantirna.catholic.edu.au,Catholic,"U, Prep-6",Primary,25 STOKES RD,WANTIRNA,VIC,3152,-37.853771,145.234611,88
St Brigid's School,http://www.sbhealesville.catholic.edu.au,Catholic,"U, Prep-6",Primary,HIGH ST,HEALESVILLE,VIC,3777,-37.6575014,145.5162183,85
Our Lady of Lourdes School,http://www.olprahraneast.catholic.edu.au,Catholic,"U, Prep-6",Primary,7 WYNNSTAY RD,PRAHRAN EAST,VIC,3181,-37.852302,145.009509,79
St Joseph's Primary School,http://www.sjmalvern.catholic.edu.au,Catholic,"U, Prep-6",Primary,49 STANHOPE ST,MALVERN,VIC,3144,-37.858214,145.030786,91
St Mary's Primary School,http://www.smdandenong.catholic.edu.au,Catholic,"U, Prep-6",Primary,NEW ST,DANDENONG,VIC,3175,-37.8587964,144.9975394,87
St Mary's School,http://www.smstkildaeast.catholic.edu.au,Catholic,"U, Prep-6",Primary,214 DANDENONG RD,ST KILDA EAST,VIC,3183,-37.859336,144.997685,96
Erasmus School,http://erasmus.vic.edu.au,Independent,"U, Prep-6",Primary,40 LISSON GROVE,HAWTHORN,VIC,3122,-37.82767,145.030739,100
Christ Church Grammar School,http://www.ccgs.vic.edu.au,Independent,"U, Prep-6",Primary,677 PUNT RD,SOUTH YARRA,VIC,3141,-37.839032,144.985799,99
St Joseph's School,http://www.sjhawthorn.catholic.edu.au,Catholic,"U, Prep-6",Primary,571 GLENFERRIE RD,HAWTHORN,VIC,3122,-37.826423,145.033434,64
Trinity Catholic School,http://www.tcsrichmondnth.catholic.edu.au,Catholic,"U, Prep-6",Primary,57 DAVISON STREET,RICHMOND NORTH,VIC,3121,-37.81573,145.00884,82
St Roch's Parish School,http://www.srgleniris.catholic.edu.au,Catholic,"U, Prep-6",Primary,GLENVALE RD,GLEN IRIS,VIC,3146,-37.85791431,145.0536109,98
St Joseph's School,http://www.sjelst.catholic.edu.au,Catholic,"U, Prep-6",Primary,28 SANDHAM ST,ELSTERNWICK,VIC,3185,-37.882596,145.005096,64
Sholem Aleichem College,http://www.sholem.vic.edu.au,Independent,"U, Prep-6",Primary,11 SINCLAIR ST,ELSTERNWICK,VIC,3185,-37.88252,145.001289,100
St Cecilia's Parish School,http://www.scgleniris.catholic.edu.au,Catholic,"U, Prep-6",Primary,4 VAN NESS AVE,GLEN IRIS,VIC,3146,-37.849869,145.06468,98
Sacred Heart Parish School,http://www.shkew.catholic.edu.au,Catholic,"U, Prep-6",Primary,116 COTHAM RD,KEW,VIC,3101,-37.809298,145.037414,96
St Mary's School,http://www.smmalverneast.catholic.edu.au,Catholic,"U, Prep-6",Primary,91 MANNING RD,MALVERN EAST,VIC,3145,-37.873106,145.052636,96
Melbourne Montessori School,http://www.mms.vic.edu.au/,Independent,"U, Prep-6",Primary,6 ROSELEA ST,CAULFIELD SOUTH,VIC,3162,-37.88807,145.025281,96
St Columba's School,http://www.scelwood.catholic.edu.au,Catholic,"U, Prep-6",Primary,24 GLENHUNTLY RD,ELWOOD,VIC,3184,-37.882418,144.981437,86
St Anthony's Primary School,http://www.santglen.catholic.edu.au,Catholic,"U, Prep-6",Primary,CNR GRANGE & NERRIM RDS,GLEN HUNTLY,VIC,3163,-37.8872808,145.0461137,91
St Joseph's School,http://www.sjcollingwood.catholic.edu.au,Catholic,"U, Prep-6",Primary,46 OTTER ST,COLLINGWOOD,VIC,3066,-37.800305,144.986118,64
Our Lady of Good Counsel Parish School,http://www.olgcdeepdene.catholic.edu.au,Catholic,"U, Prep-6",Primary,52 DEEPDENE RD,DEEPDENE,VIC,3103,-37.811573,145.062608,96
Sacred Heart School,http://www.shsfitzroy.catholic.edu.au,Catholic,"U, Prep-6",Primary,107 KING WILLIAM ST,FITZROY,VIC,3065,-37.802067,144.978803,65
St Thomas More's Primary School,http://www.stmmtlza.catholic.edu.au,Catholic,"U, Prep-6",Primary,313 CANADIAN BAY RD,MOUNT ELIZA,VIC,3930,-38.196971,145.101263,88
St Francis Xavier School,http://www.sfxfrankston.catholic.edu.au,Catholic,"U, Prep-6",Primary,CNR PARK & YUILLE STS,FRANKSTON,VIC,3199,-38.149073,145.1262178,86
St Augustine's School,http://www.safranksth.catholic.edu.au,Catholic,"U, Prep-6",Primary,GOLF LINKS RD,FRANKSTON SOUTH,VIC,3199,-38.1717312,145.1453214,85
St Macartan's School,http://www.smmornington.catholic.edu.au,Catholic,"U, Prep-6",Primary,BUNGOWER ROAD,MORNINGTON,VIC,3931,-38.2233352,145.0695975,90
St John's Primary School,http://www.sjfrankstoneast.catholic.edu.au,Catholic,"U, Prep-6",Primary,JAYNE ST,FRANKSTON EAST,VIC,3199,-38.1454946,145.1477609,93
St Anne's School,http://www.saseaford.catholic.edu.au,Catholic,"U, Prep-6",Primary,AUSTIN RD,SEAFORD,VIC,3198,-38.1067145,145.1421632,69
St Jude's School,http://www.sjlangwarrin.catholic.edu.au,Catholic,"U, Prep-6",Primary,30 WARRANDYTE RD,LANGWARRIN,VIC,3910,-38.155037,145.19181,71
St Brendan's Primary School,http://www.sbsomerville.catholic.edu.au,Catholic,"U, Prep-6",Primary,GRAF ROAD,SOMERVILLE,VIC,3912,-38.2339382,145.1688298,72
St Joachim's Catholic Primary School,http://www.sjcarrumdowns.catholic.edu.au,Catholic,"U, Prep-6",Primary,25 BRODERICK RD,CARRUM DOWNS,VIC,3201,-38.102825,145.178541,86
St Joseph's School,http://www.sjchelsea.catholic.edu.au,Catholic,"U, Prep-6",Primary,362 STATION ST,CHELSEA,VIC,3196,-38.055298,145.118418,64
St Mary's Primary School,http://www.smhastings.catholic.edu.au,Catholic,"U, Prep-6",Primary,69 MARINE PDE,HASTINGS,VIC,3915,-38.303956,145.191263,87
St Louis de Montfort's Primary School,http://www.stlouisaspendale.catholic.edu.au,Catholic,"U, Prep-6",Primary,37 DOLPHIN ST,ASPENDALE,VIC,3195,-38.017485,145.103073,88
St Agatha's Primary School,http://www.stacbourne.catholic.edu.au,Catholic,"U, Prep-6",Primary,SCOTT ST,CRANBOURNE,VIC,3977,-38.111266,145.278998,77
